Movie_name	Crtics_reviewer_count	Audience_reviewer_count
1044214-cliffhanger	50	182786
1044391-frankenstein	6	0
1044522-firm	54	67742
1044836-black_scorpion	5	1229
1044925-lodger	24	4585
1045171-equinox	9	1320
1045250-hocus_pocus	43	345909
1045328-gypsy	5	4572
1045334-wide_sargasso_sea	13	1109
1045518-secret_garden	41	195043
1045568-strictly_ballroom	39	43255
1045706-calendar_girl	19	5258
1045833-savage_messiah	8	5
1045933-deadfall	5	1350
1045992-much_ado_about_nothing	46	51372
1046035-airborne	7	8527
1046038-gettysburg	20	29286
1046049-fatal_instinct	21	5611
1046060-high_noon	50	25192
1046076-home_of_our_own	11	4769
1046129-fugitive	72	267274
1046151-fearless	37	12328
1046227-cool_runnings	33	532824
1046655-skin_game	6	3
1046656-farmers_wife	9	8
1046723-man_who_loved_women	11	1584
1046772-three_musketeers	26	169702
1046873-alice_in_wonderland	6	24480
1047928-gunmen	13	2096
1047940-dangerous_game	16	2552
1047985-getaway	21	8782
1048333-heaven_and_earth	19	5493
1048378-edvard_munch	12	1112
1048445-snow_white_and_the_seven_dwarfs	47	469708
1048585-sugar_hill	10	6699
1048880-thumbelina	8	60010
1049512-young_americans	6	9
1049883-alice	19	11885
1050388-last_man_on_earth	17	11560
1050454-1050454-shermans_march	12	1266
1051219-bad_girls	22	50662
1051663-flintstones	45	260994
1052200-dream_lover	14	1
1052529-black_beauty	15	74315
1052608-circus	18	6655
1052609-kid	24	15277
1052698-wyatt_earp	26	50138
1052818-betty	9	3
1052838-blown_away	19	31850
1053613-pickpocket	34	6610
1053779-mask	52	994168
1053942-wolf	52	44398
1054061-hands_of_orlac	7	4
1054125-shadow	46	32161
1054344-it_could_happen_to_you	34	47780
1054796-robin_hood	8	7
1055365-barcelona	34	3719
1055736-second_best	6	0
1055873-browning_version	18	1032
1055875-only_you	23	21704
1056079-specialist	28	41451
1056130-titanic	9	86431
1057370-beloved	67	9936
1057637-jungle_book	38	37603
1058156-life_and_times_of_allen_ginsberg	14	0
1058426-junior	33	199890
1058517-little_women	31	87387
1058923-shallow_grave	49	39862
1058955-bad_company	11	5707
1058966-red	50	35411
1059003-true_crime	5	2538
1059177-lenfer	9	1090
1059489-wild_bunch	51	34049
1059629-quick_and_the_dead	41	65225
1059857-top_dog	8	7945
1059858-man_of_the_house	14	55685
1059860-heavyweights	7	45363
1060518-hideaway	14	6557
1061000-rob_roy	44	36207
1061044-babysitter	6	4827
1061171-old_dark_house	8	2704
1061401-village_of_the_damned	34	35693
1061812-little_princess	33	240325
1062174-mad_love	25	19974
1062206-miracle_on_34th_street	25	55537
1062483-bad_boys	48	660218
1062983-smoke	29	10535
1063452-pocahontas	53	560659
1064013-contraband	6	1598
1064015-raw_deal	8	1293
1065598-babe	70	508563
1065684-braveheart	70	32708116
1065837-copycat	38	41034
1065868-fair_game	24	9410
1066120-scarlet_letter	38	20438
1066169-home_for_the_holidays	49	12389
1066170-kicking_and_screaming	37	8572
1066229-shadows	19	4573
1066528-persuasion	26	22832
1066712-to_die_for	54	34750
1067234-boomerang	15	4
1067987-casino	61	284495
1068044-jumanji	36	974759
1068177-richard_iii	50	6983
1068182-heat	79	221117
1068204-defender	7	14895
1068326-sabrina	47	52199
1068461-heavy_metal	28	38778
1068468-hill	5	3913
1068470-sudden_death	35	34200
1068779-dead_man_walking	59	61756
1068783-georgia	25	1719
1068832-sense_and_sensibility	56	130622
1069241-broken_arrow	31	193396
1069419-black_sheep	32	125584
1069696-screamers	30	9108
1069981-substitute	22	17243
1069985-diabolique	26	6929
1070061-before_and_after	19	5442
1070233-old_man_and_the_sea	8	4411
1070236-convent	8	3
1070489-august	7	1424
1070604-carried_away	22	7
1070608-quest	21	20937
1070621-flipper	19	57401
1070992-primal_fear	43	65033
1071167-twister	53	893963
1071258-fear	31	60819
1071267-arrival	33	12626
1071404-jane_eyre	27	10569
1071413-last_dance	22	5398
1071414-moll_flanders	21	4171
1071464-last_supper	35	8003
1071708-nutty_professor	55	601933
1071769-cold_comfort_farm	40	6858
1071806-independence_day	66	977101
1072011-rock	64	304907
1072083-phantom	45	43813
1072107-matilda	21	383997
1072156-island_of_dr_moreau	33	43218
1072326-struggle	7	
1072381-time_to_kill	52	94972
1072385-kingpin	38	81160
1072457-chain_reaction	32	52461
1072683-infinity	13	1386
1072689-dentist	7	7945
1072833-alaska	11	10344
1072875-jack	31	226280
1072957-freeway	37	22448
1072971-girls_town	24	0
1072972-fan	29	39909
1072990-harriet_the_spy	31	46853
1073023-house_arrest	30	20020
1073037-hunchback_of_notre_dame	53	125562
1073161-bulletproof	39	74918
1073182-solo	34	6218
1073285-foxfire	10	10624
1073315-associate	18	8167
1073316-emma	50	61134
1073427-selena	40	166773
1073595-sleepers	55	92802
1074022-lone_star	47	9663
1074108-101_dalmatians	35	625144
1074298-ransom	70	119848
1074316-scream	66	477645
1074465-michael	36	119544
1074467-in_love_and_war	27	13961
1074496-turbulence	18	2817
1074505-touch	18	1358
1074675-1074675-metro	34	20410
1075251-that_darn_cat	15	15349
1075777-private_parts	51	36333
1075959-mother	39	5988
1075984-iron_monkey	91	19351
1076097-mchales_navy	29	9180
1076267-volcano	42	180517
1076721-get_carter	29	17151
1076723-traveller	28	1950
1077027-batman_and_robin	86	553946
1077077-breakdown	51	35943
1077497-joyride	5	3449
1077642-nothing_to_lose	25	47295
1077660-jack_frost	14	9820
1077847-george_of_the_jungle	53	545768
1078021-contact	62	203490
1078022-buddy	20	8770
1078028-hercules	54	388457
1078030-hoodlum	21	9971
1078035-steel	26	7031
1078165-bliss	13	1177
1078216-picture_perfect	42	41995
1078942-shall_we_dance	34	8522
1078955-game	55	141409
1079025-most_wanted	25	6236
1079399-keeper	6	
1079452-assignment	20	4417
1079516-peacemaker	33	45575
1079708-no_way_out	6	6
1079716-seven_years_in_tibet	34	59889
1079718-one_night_stand	30	4553
1079818-anastasia	52	432393
1080177-firestorm	26	6377
1080205-killers	34	3728
1080265-requiem_for_a_heavyweight	10	1221
1080867-rainmaker	46	39248
1080990-fallen	56	51866
1081000-fall	7	1108
1081200-great_expectations	34	47488
1081203-borrowers	26	49722
1081501-senseless	17	10089
1081623-merlin	10	55617
1082400-man_in_the_iron_mask	37	318883
1082420-mr_nice_guy	29	41014
1082428-nightwatch	27	9321
1082432-wide_awake	30	4638
1082542-imitation_of_life	7	4543
1082855-twilight	55	4178
1082899-hush	40	8170
1083004-mark_of_zorro	10	8641
1083121-of_mice_and_men	12	7117
1083171-perfect_murder	51	72567
1083326-les_miserables	43	38199
1083410-madeline	29	41675
1083414-parent_trap	50	530488
1083436-1083436-out_of_sight	88	59636
1083461-avengers	82	42919
1083480-dirty_work	30	31466
1083481-negotiator	56	130260
1083484-blade	94	499296
1083535-mafia	42	12049
1083659-rounders	80	78053
1083688-return_to_paradise	45	8148
1083791-funny_games	28	22185
1083934-soldier	52	44227
1084081-tango	21	3636
1084146-thin_red_line	91	148420
1084153-elizabeth	60	63291
1084175-happiness	47	41632
1084229-cousin_bette	22	1424
1084398-life_is_beautiful	86	248878
1084582-mighty_joe_young	46	195417
1084878-supernova	61	11026
1084881-lolita	24	22439
1084928-true_crime	41	15067
1084964-psycho	76	68282
1085113-siege	61	53704
1085275-gloria	29	4594
1085404-impostors	37	3750
1085518-gunshy	5	7
1085739-wishful_thinking	6	0
1085867-virus	47	20103
1086058-bridge	7	1
1086991-life	54	50277
1087050-lost_and_found	52	9121
1087053-go	74	50182
1087270-mummy	87	946235
1087341-winslow_boy	37	3712
1087348-king_and_i	24	20092
1087427-general	48	3388
1087485-gargoyles	5	1774
1087648-payback	74	98882
1087747-bent	22	8157
1087935-buena_vista_social_club	46	9006
1087999-friends_and_lovers	15	1373
1088005-confession	5	8
1088110-ill_be_home_for_christmas	43	44440
1088763-underground	33	20770
1089805-ogre	9	4
1090027-black_and_white	8	0
1090089-jack_frost	56	64634
1090759-deep_blue_sea	94	379167
1090787-after_sex	18	2
1090789-haunting	92	128088
1091165-deja_vu	20	4075
1091628-k911	6	5724
1091981-fireworks	22	11042
1092004-animal_farm	5	4844
1092437-in_too_deep	55	7516
1093551-best_man	71	30911
1093579-man_on_the_moon	119	94047
1093611-anna_and_the_king	100	75153
1093614-double_jeopardy	84	178116
1093641-hurricane	113	55557
1093655-diamonds	35	1401
1093671-end_of_the_affair	66	9757
1093843-mansfield_park	69	21977
1093854-miss_julie	23	1005
1093874-superstar	74	64781
1093881-house_on_haunted_hill	57	89354
1093901-tumbleweeds	67	1465
1093976-bachelor	66	35399
1094041-last_night	49	7705
1094164-dog_of_flanders	24	2
1094646-eye_of_the_beholder	87	10483
1094723-celebration	39	20495
1095020-excellent_cadavers	8	
1095081-boiler_room	100	46852
1095351-1095351-what_planet_are_you_from	77	5971
1095360-witness_protection	5	3
1095414-whatever_it_takes	67	45335
1095420-high_fidelity	164	211516
1095979-inferno	5	1658
1096783-coming_soon	7	1335
1096832-where_the_heart_is	97	63860
1097046-dinosaur	122	71059
1097242-screwed	30	7130
1097245-hamlet	88	10254
1097259-road_trip	91	465460
1097822-running_free	30	1414
1097859-sunshine	64	6989
1097865-gone_in_60_seconds	136	955101
1097991-george_washington	61	6172
1098038-shaft	113	64631
1098149-patriot	134	422879
1098579-whos_minding_the_store	5	8
1098613-slow_burn	18	8
1098652-in_crowd	60	6593
1098734-loser	96	52053
1099153-american_virgin	7	1199
1099174-1099174-wildflowers	7	1019
1099604-art_of_war	80	26597
1099659-crew	85	4115
1099763-backstage	13	7
1099999-beowulf	5	10365
10_cent_pistol	7	0
10_cloverfield_lane	279	59816
10_questions_for_the_dalai_lama	14	4
10_rules_for_sleeping_around	7	8
10_things_i_hate_about_you	63	32104668
10_years	55	11743
1100039-bait	82	11918
1100086-duets	90	10596
1100122-beautiful	64	10416
1100197-under_suspicion	45	8330
1100318-circus	11	1401
1100569-get_carter	60	29851
1100820-attack	6	1340
1100998-contender	130	8263
1101029-ladies_man	73	21180
1101034-lost_souls	90	10742
1101051-bedazzled	113	371117
1101191-blow_dry	64	10182
1101255-kiss_before_dying	9	4
1101561-1101561-malena	78	29375
1101601-lies	13	8
1103197-city	12	1
1103231-gift	119	50909
1103281-traffic	156	190198
1104038-double_take	77	15813
1104203-pledge	122	21983
1104207-panic	56	4318
1104385-hannibal	168	402842
1104813-down_to_earth	96	62494
1104841-sweet_november	98	94583
1105382-interview	8	2462
1105979-brothers	67	10173
1105990-heartbreakers	121	71255
1106020-someone_like_you	115	41506
1106108-hamlet	7	
1106648-lie	84	7473
1107198-driven	110	43183
1107426-ace_in_the_hole	28	6108
1107688-bad_seed	5	1228
1107809-brother	74	8702
1107863-moulin_rouge	195	504867
1107902-angel_eyes	132	66146
1108185-animal	83	203608
1108206-evolution	136	258911
1108372-fast_and_the_furious	147	1043580
1108389-pearl_harbor	191	905166
1108520-1108520-time_and_tide	44	4348
1108624-road_home	80	8815
1108704-planet_of_the_apes	156	366689
1108799-score	128	59978
1109137-heist	129	19332
1109257-others	151	343934
1109473-on_the_edge	8	5035
1109679-hamlet	34	38263
1109942-big_trouble	112	21145
1110008-sidewalks_of_new_york	93	5177
1110048-pornographer	8	3
1110236-wash	50	10781
1110242-collateral_damage	142	79849
1110288-count_of_monte_cristo	144	209167
1110646-uprising	6	2597
1110925-invincible	52	4687
1111103-texas_rangers	49	7328
1111227-iris	110	9359
1111435-maze	23	1689
1112237-order	6	8921
1112357-scoobydoo	143	408405
1112549-crossroads	104	359353
1112617-new_guy	98	66213
1112954-rookie	152	61073
1112980-perfume	9	1490
1113375-showtime	123	49138
1113402-human_nature	94	12440
1113638-murder_by_numbers	125	61885
1113649-enigma	106	8344
1113658-joshua	23	2875
1114051-enough	124	123394
1114154-insomnia	199	104907
1114912-shiner	13	8
1115907-1115907-they	56	12874
1116004-brothers_keeper	6	6
1116086-trapped	57	21626
1116455-beat	7	1139
1116741-derailed	5	9176
1116774-swept_away	79	8924
1117377-all_or_nothing	92	3365
1118216-femme_fatale	135	18732
1118347-quiet_american	154	10650
1118487-door_to_door	5	4089
1118522-one_week	10	3
1118698-empire	100	9776
1118700-adaptation	204	188399
1119026-pinocchio	54	8938
1119037-nicholas_nickleby	126	9913
1120513-lockdown	12	4491
1120843-hunted	148	41191
1120975-shaft	5	2340
1121133-avenging_angelo	8	5087
1121649-anger_management	192	745715
1121720-devdas	18	18518
1121728-lift	9	6
1123192-double_vision	5	1810
1124362-unconditional_love	7	3080
1124832-divorce	139	17713
1124859-grind	74	52880
1125409-cabin_fever	140	250149
1125461-luther	62	8682
1125540-dummy	33	7870
1125611-suicide_club	6	18341
1126165-good_boy	86	11885
1126175-house_of_the_dead	59	46996
1126416-mayor_of_the_sunset_strip	76	1709
1127407-missing	173	49855
1127652-big_empty	7	4030
1127787-big_fish	219	497868
1127803-highwaymen	15	5836
1128319-american_gun	20	0
1128345-company	132	7651
1128577-peter_pan	144	426898
1128647-monster	186	84526
1129132-torque	116	71116
112_weddings	15	2
1130191-reckoning	88	4740
1130343-girl_next_door	159	397944
1131148-ned_kelly	54	41308
1131155-envy	117	51424
1131721-punisher	169	267940
1132084-king_of_the_ants	9	3147
1132409-valentin	66	4872
1133499-1133499-terminal	203	407633
1133774-madeleine	6	5
1133964-king_arthur	188	389860
1134219-lets_get_frank	13	
1134736-heartlands	6	1067
1134742-7_days_in_september	11	1201
1135237-kal_ho_naa_ho	7	30603
1135414-24th_day	14	3239
1135882-uncovered_the_war_on_iraq	48	8
1136026-almost_peaceful	30	3
1136293-lightning_in_a_bottle	63	1116
1136501-pride_and_prejudice	29	14483
1136634-journey	10	1288
1136907-late_night_shopping	5	1242
1136973-black_cloud	7	2214
1137202-lanas_rain	9	8
1137336-1137336-spin	7	1160
1137476-everyday_people	8	9
1139289-beauty_shop	116	65156
1140781-dead_birds	8	8506
1141102-are_we_there_yet	116	402057
1141548-sacred_planet	24	1126
1141892-employee_of_the_month	9	10532
1142171-private_lives_of_elizabeth_and_essex	7	2840
1142207-union_square	15	2
1142569-cursed	94	55907
1142872-sky_high	127	203247
1143677-snow_walker	14	4614
1143922-devour	5	8814
1144029-appleseed	32	20906
1144274-sahara	175	213512
1144585-inheritance	36	1574
1144622-moog	17	1
1144992-crash	235	442004
1146294-antares	5	8
1146572-honeymooners	110	9594
1146673-1146673-stealth	139	76669
1147402-the_muppets_wizard_of_oz	8	11527
1148076-no_direction_home_bob_dylan	16	9574
1148372-bad_timing	6	4046
1148702-face	24	1767
1149472-skeleton_key	150	192172
1149496-1149496-red_eye	190	436083
1150926-wall	31	8
1151490-bomb_the_system	22	1303
1151780-venom	63	17611
1151898-capote	187	115763
1151916-1151916-nine_lives	85	21715
1151946-festival	8	1228
1152019-good_night_and_good_luck	220	142592
1152189-kids_in_america	35	7429
1152276-rent	173	341035
1152881-godzilla_final_wars	10	10485
1152954-new_world	181	148046
1153077-1153077-pride_and_prejudice	172	458933
1153228-the_ringer	87	398137
1153319-land_of_plenty	26	2248
1153341-breakfast_on_pluto	118	85970
1153853-mystery_of_the_nile	16	5
1153907-football_factory	7	57940
1153951-curious_george	103	257335
1154157-big_mommas_house_2	72	564745
1154356-promise	78	23807
1154478-pariah	14	6
1155	5	4
1155109-hoodwinked	124	427232
1155470-date_movie	86	514069
1155622-why_we_fight	113	67628
1156246-casanova	132	190557
1156283-doogal	49	91503
1156285-summer_storm	31	6906
1156587-clean	66	14608
1156599-panic_in_needle_park	12	6290
1157247-london	36	89194
1157387-little_fish	28	79996
1157810-evil	37	11123
1158179-devil_and_daniel_johnston	110	25404
1158185-see_no_evil	59	116609
1158195-marie_antoinette	183	262313
1158609-dark	9	7431
1158918-sleeping_dogs_lie	52	4935
1159100-oh_in_ohio	69	18825
1159122-christmas_in_the_clouds	35	2788
1159135-hoax	151	30690
1159169-for_your_consideration	160	19779
1159177-free_zone	46	20065
1159365-standing_still	22	17954
1159618-superhero	52	156961
1159632-blue_butterfly	9	2699
1161005-straight_into_darkness	5	3
1161542-look_both_ways	57	6355
1161913-big_white	10	7848
1162559-bobby	170	45019
1162654-cavite	40	20972
1162685-land_of_the_blind	18	2844
1162724-coastlines	25	1742
1163536-unconscious	26	2
1163962-home	8	6
1164119-breed	13	8846
1164158-stupidity	6	1952
1164418-voices_of_iraq	15	3
1164582-trade	70	27142
1166140-abominable	13	9116
1166176-rest_stop	6	9856
1166226-red_doors	22	1602
1166237-pizza	13	12441
1166376-woods	13	25315
1167633-driving_lessons	75	194295
1167811-ballets_russes	59	2746
1168076-angel	5	1
1168275-karla	12	4070
1168301-death_and_texas	8	
1168577-cocaine_angel	5	9
1169203-invisible	59	316505
1169498-bridge	57	7972
1170009-conversations_with_god	46	5006
1171939-perfect_stranger	142	336508
1174085-vitus	61	14887
1174278-definitely_maybe	146	140103
1174399-in_the_shadow_of_the_moon	112	6131
1174809-silk	55	10255
1175072-license_to_wed	125	512658
1175076-fred_claus	140	371483
1175079-antibodies	20	4640
1175174-funny_games	141	30852
1175178-jane_austen_book_club	116	26952
1175374-fail_safe	5	1652
1175569-lars_and_the_real_girl	137	105525
1175777-ghosts_of_abu_ghraib	10	1169
1175778-longford	5	1183
1175858-simple_curve	8	7
1175868-familia	9	1361
1175905-tortilla_heaven	12	1424
1176692-madeinusa	6	4
1176779-10_mph	5	4
1176860-hurricane_on_the_bayou	20	9
1177165-in_debt_we_trust	5	6
1177488-contract	5	18924
1177708-descent	33	4239
1177735-1177735-peck_on_the_cheek	6	1372
1177781-1177781-rally_round_the_flag_boys	8	1
1178112-hollywood_dreams	28	1553
1178221-final_season	50	2951
1178348-the_last_time	17	4688
1178444-take	28	14826
1178913-1178913-you_kill_me	115	30709
1178952-amu	22	1315
1179642-splinter	7	7
11816	12	
1183512-as_you_like_it	14	5279
1183674-hunting_party	90	39927
1183735-1183735-michael_moore_hates_america	8	2546
1183806-dirty_laundry	12	0
1184415-evil_aliens	12	4734
1184827-alvin_and_the_chipmunks	109	310590
1185184-1185184-unknown_soldier	10	2
1185677-dear_pillow	6	6
1185779-coffee_date	17	7
1185801-the_express	117	820202
1186023-1186023-rape_of_europa	47	1294
1186122-broken	17	3
1187621-itty_bitty_titty_committee	8	4160
1188209-1188209-strange_culture	22	5
1188215-blindness	156	61728
1188347-mad_money	105	135213
1188732-haunting_in_connecticut	103	328975
1188868-billy_the_kid	31	9
1189010-tenderness	15	1758
1189217-angels_and_demons	253	531565
1189344-lovely_bones	236	373556
1189416-shelter	19	3952
1189629-the_great_buck_howard	93	32180
1189844-the_bank_job	144	253829
1190296-zack_and_miri_make_a_porno	194	236967
1190517-1190517-town_creek	7	2017
1190561-imaginarium_of_doctor_parnassus	194	295707
1190660-over_my_dead_body	108	143690
1190964-imagine_that	117	263816
1190970-ghost_town	182	432893
1191620-college	42	68006
1191742_changeling	201	226917
1192171-la_twister	15	
1192193-life_is_a_bed_of_roses	8	3
1192255-1192255-what_love_is	13	5320
1192358-1192358-no_smoking	11	1691
1192616-mister_lonely	70	4288
1192781-hell_ride	60	5523
1192846-1192846-partition	21	6560
1192938-smart_people	145	102376
1193203-cottage	18	6500
1193230-state_of_play	209	124192
1193289-all_hat	5	1
1193303-1193303-trumbo	55	36036
1193335-deal	35	26082
1193377-chapter_27	48	8716
1193743-step_brothers	182	365236
1193780-botched	8	2351
1193825-noise	44	4434
1193906-ghosts_of_girlfriends_past	141	290390
1194034-burning_the_future_coal_in_america	8	6
1194135-miss_conception	12	45603
